Vote,Sector,Financial Year,"Approved Budget (UGX, Millions)",Released Budget (UGX),Actual Expenditure (UGX),Approved Budget (% of GDP),Actual Expenditure (% of GDP),Performance (%),Deviation (UGX),Execution Status,Nominal GDP (UGX Trillions),Subprogram,Source File
13,Education,16/17,33.96,35.98,34.4,3.42e-05,3.46e-05,101.2956419,-0.44,Fully Spent,99.28,0751 Delivery of Tertiary Education and Research,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,32.61,29.5,3.28e-05,2.97e-05,90.46304814,3.11,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,32.61,29.5,3.28e-05,2.97e-05,90.46304814,3.11,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,12.16,10.42,3.28e-05,1.05e-05,31.95338853,22.19,Underutilized,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,12.16,10.42,3.28e-05,1.05e-05,31.95338853,22.19,Underutilized,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,34.95,34.4,3.28e-05,3.46e-05,105.4891138,-1.79,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,34.95,34.4,3.28e-05,3.46e-05,105.4891138,-1.79,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,32.61,29.5,3.28e-05,2.97e-05,90.46304814,3.11,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,32.61,29.5,3.28e-05,2.97e-05,90.46304814,3.11,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,12.16,10.42,3.28e-05,1.05e-05,31.95338853,22.19,Underutilized,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,12.16,10.42,3.28e-05,1.05e-05,31.95338853,22.19,Underutilized,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,34.95,34.4,3.28e-05,3.46e-05,105.4891138,-1.79,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,34.95,34.4,3.28e-05,3.46e-05,105.4891138,-1.79,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,32.61,29.5,3.28e-05,2.97e-05,90.46304814,3.11,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,32.61,29.5,3.28e-05,2.97e-05,90.46304814,3.11,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,12.16,10.42,3.28e-05,1.05e-05,31.95338853,22.19,Underutilized,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,12.16,10.42,3.28e-05,1.05e-05,31.95338853,22.19,Underutilized,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,34.95,34.4,3.28e-05,3.46e-05,105.4891138,-1.79,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,34.95,34.4,3.28e-05,3.46e-05,105.4891138,-1.79,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,32.61,29.5,3.28e-05,2.97e-05,90.46304814,3.11,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,32.61,29.5,3.28e-05,2.97e-05,90.46304814,3.11,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,12.16,10.42,3.28e-05,1.05e-05,31.95338853,22.19,Underutilized,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,12.16,10.42,3.28e-05,1.05e-05,31.95338853,22.19,Underutilized,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,34.95,34.4,3.28e-05,3.46e-05,105.4891138,-1.79,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,32.61,34.95,34.4,3.28e-05,3.46e-05,105.4891138,-1.79,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,36.5,36.5,38.15,3.68e-05,3.84e-05,104.5205479,-1.65,Fully Spent,99.28,0708 Education and Social Services,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,36.5,36.5,38.15,3.68e-05,3.84e-05,104.5205479,-1.65,Fully Spent,99.28,Programme 0708 Education and Social Services,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,36.5,36.5,38.15,3.68e-05,3.84e-05,104.5205479,-1.65,Fully Spent,99.28,Programme 0708 Education and Social Services,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,27.7,27.7,29.34,2.79e-05,2.96e-05,105.9205776,-1.64,Fully Spent,99.28,"Class: Outputs Provided
070801 Policies, Laws and strategy development
070802 School Inspection
070803 Community civic education
070804 Sports Development
070807 Primary Education Services (Wage)
070808 Secondary Education Services (Wage)
070809 Tertiary Education Services (Wage)",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,27.7,27.7,29.34,2.79e-05,2.96e-05,105.9205776,-1.64,Fully Spent,99.28,"Class: Outputs Provided
070801 Policies, Laws and strategy development
070802 School Inspection
070803 Community civic education
070804 Sports Development
070807 Primary Education Services (Wage)
070808 Secondary Education Services (Wage)
070809 Tertiary Education Services (Wage)",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,27.7,27.7,29.34,2.79e-05,2.96e-05,105.9205776,-1.64,Fully Spent,99.28,"Class: Outputs Provided
070801 Policies, Laws and strategy development
070802 School Inspection
070803 Community civic education
070804 Sports Development
070807 Primary Education Services (Wage)
070808 Secondary Education Services (Wage)
070809 Tertiary Education Services (Wage)",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,27.7,27.7,29.34,2.79e-05,2.96e-05,105.9205776,-1.64,Fully Spent,99.28,"Class: Outputs Provided
070801 Policies, Laws and strategy development
070802 School Inspection
070803 Community civic education
070804 Sports Development
070807 Primary Education Services (Wage)
070808 Secondary Education Services (Wage)
070809 Tertiary Education Services (Wage)",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,6.13,6.13,6.13,6.17e-06,6.17e-06,100.0,0.0,Fully Spent,99.28,"Class: Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,6.13,6.13,6.13,6.17e-06,6.17e-06,100.0,0.0,Fully Spent,99.28,"Class: Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,6.13,6.13,6.13,6.17e-06,6.17e-06,100.0,0.0,Fully Spent,99.28,"Class: Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,6.13,6.13,6.13,6.17e-06,6.17e-06,100.0,0.0,Fully Spent,99.28,"Class: Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
14,Health,16/17,6.13,6.13,6.13,6.17e-06,6.17e-06,100.0,0.0,Fully Spent,99.28,"Class: Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,2.67,2.67,2.67,2.69e-06,2.69e-06,100.0,0.0,Fully Spent,99.28,"Class: Capital Purchases
070880 Primary education infrastructure construction
070881 Secondary education infrastructure construction",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,2.67,2.67,2.67,2.69e-06,2.69e-06,100.0,0.0,Fully Spent,99.28,"Class: Capital Purchases
070880 Primary education infrastructure construction
070881 Secondary education infrastructure construction",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,2.67,2.67,2.67,2.69e-06,2.69e-06,100.0,0.0,Fully Spent,99.28,"Class: Capital Purchases
070880 Primary education infrastructure construction
070881 Secondary education infrastructure construction",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,36.5,36.5,38.15,3.68e-05,3.84e-05,104.5205479,-1.65,Fully Spent,99.28,Programme 0708 Education and Social Services,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,36.5,36.5,38.15,3.68e-05,3.84e-05,104.5205479,-1.65,Fully Spent,99.28,Programme 0708 Education and Social Services,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,33.83,33.83,35.48,3.41e-05,3.57e-05,104.8773278,-1.65,Fully Spent,99.28,11 Education and Social Services,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,1.37,,,1.38e-06,,,,,99.28,"0115 LGMSD (former LGDP)
0423 Schools' Facilities Grant",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,33.96,29.5,1.22e-05,2.97e-05,242.5986842,-17.34,Fully Spent,99.28,0751 Delivery of Tertiary Education and Research,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,12.16,10.42,1.22e-05,1.05e-05,85.69078947,1.74,Satisfactorily Spent,99.28,0751 Delivery of Tertiary Education and Research,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,35.98,34.4,1.22e-05,3.46e-05,282.8947368,-22.24,Fully Spent,99.28,0751 Delivery of Tertiary Education and Research,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,33.96,29.5,1.22e-05,2.97e-05,242.5986842,-17.34,Fully Spent,99.28,0751 Delivery of Tertiary Education and Research,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,12.16,10.42,1.22e-05,1.05e-05,85.69078947,1.74,Satisfactorily Spent,99.28,0751 Delivery of Tertiary Education and Research,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,35.98,34.4,1.22e-05,3.46e-05,282.8947368,-22.24,Fully Spent,99.28,0751 Delivery of Tertiary Education and Research,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,32.61,29.5,1.22e-05,2.97e-05,242.5986842,-17.34,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,32.61,29.5,1.22e-05,2.97e-05,242.5986842,-17.34,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,12.16,10.42,1.22e-05,1.05e-05,85.69078947,1.74,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,12.16,10.42,1.22e-05,1.05e-05,85.69078947,1.74,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,34.95,34.4,1.22e-05,3.46e-05,282.8947368,-22.24,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,34.95,34.4,1.22e-05,3.46e-05,282.8947368,-22.24,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,32.61,29.5,1.22e-05,2.97e-05,242.5986842,-17.34,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,32.61,29.5,1.22e-05,2.97e-05,242.5986842,-17.34,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,12.16,10.42,1.22e-05,1.05e-05,85.69078947,1.74,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,12.16,10.42,1.22e-05,1.05e-05,85.69078947,1.74,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,34.95,34.4,1.22e-05,3.46e-05,282.8947368,-22.24,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,34.95,34.4,1.22e-05,3.46e-05,282.8947368,-22.24,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,32.61,29.5,1.22e-05,2.97e-05,242.5986842,-17.34,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,32.61,29.5,1.22e-05,2.97e-05,242.5986842,-17.34,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,12.16,10.42,1.22e-05,1.05e-05,85.69078947,1.74,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,12.16,10.42,1.22e-05,1.05e-05,85.69078947,1.74,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,34.95,34.4,1.22e-05,3.46e-05,282.8947368,-22.24,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,34.95,34.4,1.22e-05,3.46e-05,282.8947368,-22.24,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,32.61,29.5,1.22e-05,2.97e-05,242.5986842,-17.34,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,32.61,29.5,1.22e-05,2.97e-05,242.5986842,-17.34,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,12.16,10.42,1.22e-05,1.05e-05,85.69078947,1.74,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,12.16,10.42,1.22e-05,1.05e-05,85.69078947,1.74,Satisfactorily Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,34.95,34.4,1.22e-05,3.46e-05,282.8947368,-22.24,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,12.16,34.95,34.4,1.22e-05,3.46e-05,282.8947368,-22.24,Fully Spent,99.28,"Programme 0751 Delivery of Tertiary Education and
Research",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,68.92,68.92,62.41,6.94e-05,6.29e-05,90.55426582,6.51,Satisfactorily Spent,99.28,"Class: Outputs Provided
070901 Primary Leaving Examinations
070902 Secondary Education
070903 Administration and Support Services",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,68.92,68.92,62.41,6.94e-05,6.29e-05,90.55426582,6.51,Satisfactorily Spent,99.28,"Class: Outputs Provided
070901 Primary Leaving Examinations
070902 Secondary Education
070903 Administration and Support Services",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,68.92,68.92,62.41,6.94e-05,6.29e-05,90.55426582,6.51,Satisfactorily Spent,99.28,"Class: Outputs Provided
070901 Primary Leaving Examinations
070902 Secondary Education
070903 Administration and Support Services",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,6.56,6.56,6.56,6.61e-06,6.61e-06,100.0,0.0,Fully Spent,99.28,0752 Education Personnel Policy and Management,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,6.56,6.56,6.56,6.61e-06,6.61e-06,100.0,0.0,Fully Spent,99.28,"Programme 0752 Education Personnel Policy and
Management",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,5.91,5.91,5.91,5.95e-06,5.95e-06,100.0,0.0,Fully Spent,99.28,"Class: Outputs Provided
075201 Management of Education Service Personnel
075202 Policy ,Monitoring, Evaluation and Research
075203 Finance and Administration
075204 Internal Audit
075205 Procurement Services
075206 Information Science",ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,0.65,0.65,0.65,6.55e-07,6.55e-07,100.0,0.0,Fully Spent,99.28,1271 Support to Education Service Commission,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,227.87,218.6,0.000229523,0.000220185,95.93189099,9.27,Fully Spent,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,39.63,36.19,0.000229523,3.65e-05,15.88186247,191.68,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,65.83,58.72,0.000229523,5.91e-05,25.76907886,169.15,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,96.11,103.87,0.000229523,0.000104623,45.58300786,124.0,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,27.67,19.26,0.000229523,1.94e-05,8.452187651,208.61,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,10.15,9.85,0.000229523,9.92e-06,4.322640102,218.02,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,13.74,11.51,0.000229523,1.16e-05,5.051125642,216.36,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,11.01,8.43,0.000229523,8.49e-06,3.699477772,219.44,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,227.87,218.6,0.000229523,0.000220185,95.93189099,9.27,Fully Spent,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,39.63,36.19,0.000229523,3.65e-05,15.88186247,191.68,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,65.83,58.72,0.000229523,5.91e-05,25.76907886,169.15,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,96.11,103.87,0.000229523,0.000104623,45.58300786,124.0,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,27.67,19.26,0.000229523,1.94e-05,8.452187651,208.61,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,10.15,9.85,0.000229523,9.92e-06,4.322640102,218.02,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,13.74,11.51,0.000229523,1.16e-05,5.051125642,216.36,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,11.01,8.43,0.000229523,8.49e-06,3.699477772,219.44,Underutilized,99.28,0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,227.87,218.6,0.000229523,0.000220185,95.93189099,9.27,Fully Spent,99.28,Programme 0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,227.87,218.6,0.000229523,0.000220185,95.93189099,9.27,Fully Spent,99.28,Programme 0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,39.63,36.19,0.000229523,3.65e-05,15.88186247,191.68,Underutilized,99.28,Programme 0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,39.63,36.19,0.000229523,3.65e-05,15.88186247,191.68,Underutilized,99.28,Programme 0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,65.83,58.72,0.000229523,5.91e-05,25.76907886,169.15,Underutilized,99.28,Programme 0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,65.83,58.72,0.000229523,5.91e-05,25.76907886,169.15,Underutilized,99.28,Programme 0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,96.11,103.87,0.000229523,0.000104623,45.58300786,124.0,Underutilized,99.28,Programme 0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,96.11,103.87,0.000229523,0.000104623,45.58300786,124.0,Underutilized,99.28,Programme 0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,27.67,19.26,0.000229523,1.94e-05,8.452187651,208.61,Underutilized,99.28,Programme 0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
13,Education,16/17,227.87,27.67,19.26,0.000229523,1.94e-05,8.452187651,208.61,Underutilized,99.28,Programme 0751 Delivery of Tertiary Education,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
