CLASS 2,EXPENSES,,,,,,,,,,,,,,,,,,
CLASS 3,ASSETS,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sub-SubProgramme: Group of related interventions/outputs contributing to Programme,,,,,,,,,,,,,,,,,,,
Outcomes.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Department: Administrative units within the institutions that implement activities.,,,,,,,,,,,,,,,,,,,
Thousand Uganda Shillings,2021/22 Approved Estimates,,,,,,,,,,,,,,,,,,
Programme 18 Development Plan Implementation,,,,,,,,,,,,,,,,,,,
,GoU,External Fin,Total,,,,,,,,,,,,,,,,
,"7,523,036",0,"7,523,036",,,,,,,,,,,,,,,,
,"7,523,036",0,"7,523,036",,,,,,,,,,,,,,,,
,"7,523,036",0,"7,523,036",,,,,,,,,,,,,,,,
Programme 15 Governance and Security,,,,,,,,,,,,,,,,,,,
,GoU,External Fin,Total,,,,,,,,,,,,,,,,
,"3,944,765",0,"3,944,765",,,,,,,,,,,,,,,,
,"49,005,165",0,"49,005,165",,,,,,,,,,,,,,,,
,"10,036,154",0,"10,036,154",,,,,,,,,,,,,,,,
,"71,015,444",0,"71,015,444",,,,,,,,,,,,,,,,
,"134,001,528",0,"134,001,528",,,,,,,,,,,,,,,,
,"124,115,409",0,"124,115,409",,,,,,,,,,,,,,,,
,"141,524,564",0,"141,524,564",,,,,,,,,,,,,,,,
,"131,638,445",0,"131,638,445",,,,,,,,,,,,,,,,
Thousand Uganda Shillings,2020/21 Approved Budget,,,,2021/22 Approved Estimates,,,,,,,,,,,,,,
"Sub-SubProgramme 01 Oversight, Monitoring and Evaluation & Inspectionof policies and programs",,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
0,"504,129,926","504,129,926",,,,,,,,,,,,,,,,,
0,"2,763,749,759","2,763,749,759",,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"2,763,749,759","2,763,749,759",,,,,,,,,,,,,,,,,
0,"105,000,000","105,000,000",,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"105,000,000","105,000,000",,,,,,,,,,,,,,,,,
0,"1,500,000","1,500,000",,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"1,500,000","1,500,000",,,,,,,,,,,,,,,,,
0,"3,374,379,685","3,374,379,685",,,,,,,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"14,871,743,682",0,"14,871,743,682",,,,,,,,,,,,
,,,,,"14,871,743,682",0,"14,871,743,682",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin.,Total,,,,,,,,,,,,
,,,,,"14,871,743,682",0,"14,871,743,682",,,,,,,,,,,,
,,,,,"14,871,743,682",0,"14,871,743,682",,,,,,,,,,,,
Thousand Uganda Shillings,2021/22 Approved Estimates,,,,,,,,,,,,,,,,,,
Programme 15 Governance and Security,,,,,,,,,,,,,,,,,,,
,GoU,External Fin,Total,,,,,,,,,,,,,,,,
,"26,514,700",0,"26,514,700",,,,,,,,,,,,,,,,
,"10,639,674",0,"10,639,674",,,,,,,,,,,,,,,,
,"35,102,819",0,"35,102,819",,,,,,,,,,,,,,,,
,"72,257,194",0,"72,257,194",,,,,,,,,,,,,,,,
,"71,749,553",0,"71,749,553",,,,,,,,,,,,,,,,
,"72,257,194",0,"72,257,194",,,,,,,,,,,,,,,,
,"71,749,553",0,"71,749,553",,,,,,,,,,,,,,,,
Thousand Uganda Shillings,2020/21 Approved Budget,,,,2021/22 Approved Estimates,,,,,,,,,,,,,,
Sub-SubProgramme 15 Financial Audits,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"4,087,444","1,203,910","5,291,354",,,,,,,,,,,,
,,,,,"4,482,501","1,233,858","5,716,358",,,,,,,,,,,,
,,,,,"10,028,784","5,478,204","15,506,988",,,,,,,,,,,,
,,,,,"18,598,729","7,915,972","26,514,700",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"26,514,700",0,"26,514,700",,,,,,,,,,,,
,,,,,"26,514,700",0,"26,514,700",,,,,,,,,,,,
Sub-SubProgramme 16 Value for Money and Specialised Audits,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"3,972,147","1,768,297","5,740,444",,,,,,,,,,,,
,,,,,"3,724,487","1,174,744","4,899,231",,,,,,,,,,,,
,,,,,"7,696,634","2,943,040","10,639,674",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"10,639,674",0,"10,639,674",,,,,,,,,,,,
,,,,,"10,639,674",0,"10,639,674",,,,,,,,,,,,
Sub-SubProgramme 17 Support to Audit services,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"8,229,356","23,823,464","32,052,819",,,,,,,,,,,,
,,,,,"8,229,356","23,823,464","32,052,819",,,,,,,,,,,,
Development Budget Estimates,GoU Dev't,External Fin,AIA,Total,GoU Dev't,External Fin,Total,,,,,,,,,,,,
,,,,,"3,050,000",0,"3,050,000",,,,,,,,,,,,
,,,,,"3,050,000",0,"3,050,000",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"35,102,819",0,"35,102,819",,,,,,,,,,,,
,,,,,"34,595,178",0,"34,595,178",,,,,,,,,,,,
,,,,,"72,257,194",0,"72,257,194",,,,,,,,,,,,
,,,,,"71,749,553",0,"71,749,553",,,,,,,,,,,,
Thousand Uganda Shillings,2020/21 Approved Budget,,,,2021/22 Approved Estimates,,,,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"68,699,553",0,"68,699,553",,,,,,,,,,,,
,,,,,"122,494",0,"122,494",,,,,,,,,,,,
,,,,,"3,121,873",0,"3,121,873",,,,,,,,,,,,
,,,,,"34,402,224",0,"34,402,224",,,,,,,,,,,,
,,,,,"3,875,618",0,"3,875,618",,,,,,,,,,,,
,,,,,"822,585",0,"822,585",,,,,,,,,,,,
,,,,,"1,409,250",0,"1,409,250",,,,,,,,,,,,
,,,,,"56,015",0,"56,015",,,,,,,,,,,,
,,,,,"1,957,485",0,"1,957,485",,,,,,,,,,,,
,,,,,"191,868",0,"191,868",,,,,,,,,,,,
,,,,,"1,150,696",0,"1,150,696",,,,,,,,,,,,
,,,,,"1,194,637",0,"1,194,637",,,,,,,,,,,,
,,,,,"84,011",0,"84,011",,,,,,,,,,,,
,,,,,"87,229",0,"87,229",,,,,,,,,,,,
,,,,,"822,198",0,"822,198",,,,,,,,,,,,
,,,,,"1,325,727",0,"1,325,727",,,,,,,,,,,,
,,,,,"623,068",0,"623,068",,,,,,,,,,,,
,,,,,"100,000",0,"100,000",,,,,,,,,,,,
,,,,,"72,000",0,"72,000",,,,,,,,,,,,
,,,,,"232,965",0,"232,965",,,,,,,,,,,,
,,,,,"458,584",0,"458,584",,,,,,,,,,,,
,,,,,"120,000",0,"120,000",,,,,,,,,,,,
,,,,,"421,416",0,"421,416",,,,,,,,,,,,
,,,,,"544,845",0,"544,845",,,,,,,,,,,,
,,,,,"238,397",0,"238,397",,,,,,,,,,,,
,,,,,"120,000",0,"120,000",,,,,,,,,,,,
,,,,,"476,000",0,"476,000",,,,,,,,,,,,
,,,,,"3,930,025",0,"3,930,025",,,,,,,,,,,,
,,,,,"5,205,203",0,"5,205,203",,,,,,,,,,,,
,,,,,"2,838,326",0,"2,838,326",,,,,,,,,,,,
,,,,,"40,000",0,"40,000",,,,,,,,,,,,
,,,,,"965,642",0,"965,642",,,,,,,,,,,,
,,,,,"244,508",0,"244,508",,,,,,,,,,,,
,,,,,"896,360",0,"896,360",,,,,,,,,,,,
,,,,,"548,304",0,"548,304",,,,,,,,,,,,
,,,,,"3,050,000",0,"3,050,000",,,,,,,,,,,,
,,,,,"700,000",0,"700,000",,,,,,,,,,,,
,,,,,"750,000",0,"750,000",,,,,,,,,,,,
"1,400,000",0,"1,400,000",,,,,,,,,,,,,,,,,
"200,000",0,"200,000",,,,,,,,,,,,,,,,,
"507,641",0,"507,641",,,,,,,,,,,,,,,,,
"507,641",0,"507,641",,,,,,,,,,,,,,,,,
"72,257,194",0,"72,257,194",,,,,,,,,,,,,,,,,
"71,749,553",0,"71,749,553",,,,,,,,,,,,,,,,,
0,"298,702","298,702",,,,,,,,,,,,,,,,,
"4,482,501",0,"4,482,501",,,,,,,,,,,,,,,,,
0,"56,753","56,753",,,,,,,,,,,,,,,,,
0,"304,096","304,096",,,,,,,,,,,,,,,,,
0,"464,214","464,214",,,,,,,,,,,,,,,,,
0,"110,093","110,093",,,,,,,,,,,,,,,,,
"4,482,501","1,233,858","5,716,358",,,,,,,,,,,,,,,,,
"4,482,501","1,233,858","5,716,358",,,,,,,,,,,,,,,,,
"4,482,501","1,233,858","5,716,358",,,,,,,,,,,,,,,,,
"4,482,501","1,233,858","5,716,358",,,,,,,,,,,,,,,,,
0,"318,993","318,993",,,,,,,,,,,,,,,,,
"3,972,147",0,"3,972,147",,,,,,,,,,,,,,,,,
0,"56,753","56,753",,,,,,,,,,,,,,,,,
0,"569,158","569,158",,,,,,,,,,,,,,,,,
0,"658,691","658,691",,,,,,,,,,,,,,,,,
0,"164,702","164,702",,,,,,,,,,,,,,,,,
"3,972,147","1,768,297","5,740,444",,,,,,,,,,,,,,,,,
"3,972,147","1,768,297","5,740,444",,,,,,,,,,,,,,,,,
"3,972,147","1,768,297","5,740,444",,,,,,,,,,,,,,,,,
"3,972,147","1,768,297","5,740,444",,,,,,,,,,,,,,,,,
"122,494",0,"122,494",,,,,,,,,,,,,,,,,
0,"1,035,105","1,035,105",,,,,,,,,,,,,,,,,
"8,106,862",0,"8,106,862",,,,,,,,,,,,,,,,,
0,"3,875,618","3,875,618",,,,,,,,,,,,,,,,,
0,"822,585","822,585",,,,,,,,,,,,,,,,,
0,"1,409,250","1,409,250",,,,,,,,,,,,,,,,,
0,"56,015","56,015",,,,,,,,,,,,,,,,,
0,"1,957,485","1,957,485",,,,,,,,,,,,,,,,,
0,"191,868","191,868",,,,,,,,,,,,,,,,,
0,"1,150,696","1,150,696",,,,,,,,,,,,,,,,,
0,"910,874","910,874",,,,,,,,,,,,,,,,,
0,"84,011","84,011",,,,,,,,,,,,,,,,,
0,"87,229","87,229",,,,,,,,,,,,,,,,,
0,"822,198","822,198",,,,,,,,,,,,,,,,,
0,"1,325,727","1,325,727",,,,,,,,,,,,,,,,,
0,"623,068","623,068",,,,,,,,,,,,,,,,,
0,"100,000","100,000",,,,,,,,,,,,,,,,,
0,"72,000","72,000",,,,,,,,,,,,,,,,,
0,"232,965","232,965",,,,,,,,,,,,,,,,,
0,"458,584","458,584",,,,,,,,,,,,,,,,,
0,"120,000","120,000",,,,,,,,,,,,,,,,,
0,"421,416","421,416",,,,,,,,,,,,,,,,,
0,"544,845","544,845",,,,,,,,,,,,,,,,,
0,"238,397","238,397",,,,,,,,,,,,,,,,,
0,"120,000","120,000",,,,,,,,,,,,,,,,,
0,"476,000","476,000",,,,,,,,,,,,,,,,,
0,"225,395","225,395",,,,,,,,,,,,,,,,,
0,"1,199,140","1,199,140",,,,,,,,,,,,,,,,,
0,"2,060,538","2,060,538",,,,,,,,,,,,,,,,,
0,"40,000","40,000",,,,,,,,,,,,,,,,,
0,"965,642","965,642",,,,,,,,,,,,,,,,,
0,"244,508","244,508",,,,,,,,,,,,,,,,,
0,"896,360","896,360",,,,,,,,,,,,,,,,,
,,,,,"200,000",0,"200,000",,,,,,,,,,,,
,,,,,"200,000",0,"200,000",,,,,,,,,,,,
,,,,,"3,050,000",0,"3,050,000",,,,,,,,,,,,
,,,,,"3,050,000",0,"3,050,000",,,,,,,,,,,,
,,,,,"3,050,000",0,"3,050,000",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"35,102,819",0,"35,102,819",,,,,,,,,,,,
,,,,,"34,595,178",0,"34,595,178",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin.,Total,,,,,,,,,,,,
,,,,,"72,257,194",0,"72,257,194",,,,,,,,,,,,
,,,,,"71,749,553",0,"71,749,553",,,,,,,,,,,,
Thousand Uganda Shillings,2021/22 Approved Estimates,,,,,,,,,,,,,,,,,,
Programme 12 Human Capital Development,,,,,,,,,,,,,,,,,,,
,GoU,External Fin,Total,,,,,,,,,,,,,,,,
,"12,917,734",0,"12,917,734",,,,,,,,,,,,,,,,
,"12,917,734",0,"12,917,734",,,,,,,,,,,,,,,,
,"12,917,734",0,"12,917,734",,,,,,,,,,,,,,,,
,"12,917,734",0,"12,917,734",,,,,,,,,,,,,,,,
,"12,917,734",0,"12,917,734",,,,,,,,,,,,,,,,
Thousand Uganda Shillings,2020/21 Approved Budget,,,,2021/22 Approved Estimates,,,,,,,,,,,,,,
Sub-SubProgramme 52 Education Personnel Policy and Management,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"2,869,338","6,356,867","9,226,204",,,,,,,,,,,,
,,,,,"2,869,338","6,356,867","9,226,204",,,,,,,,,,,,
Development Budget Estimates,GoU Dev't,External Fin,AIA,Total,GoU Dev't,External Fin,Total,,,,,,,,,,,,
,,,,,"3,691,530",0,"3,691,530",,,,,,,,,,,,
,,,,,"3,691,530",0,"3,691,530",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"12,917,734",0,"12,917,734",,,,,,,,,,,,
,,,,,"12,917,734",0,"12,917,734",,,,,,,,,,,,
,,,,,"12,917,734",0,"12,917,734",,,,,,,,,,,,
,,,,,"12,917,734",0,"12,917,734",,,,,,,,,,,,
Thousand Uganda Shillings,2020/21 Approved Budget,,,,2021/22 Approved Estimates,,,,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"10,226,204",0,"10,226,204",,,,,,,,,,,,
,,,,,"2,869,338",0,"2,869,338",,,,,,,,,,,,
,,,,,"444,000",0,"444,000",,,,,,,,,,,,
,,,,,"702,961",0,"702,961",,,,,,,,,,,,
,,,,,"34,000",0,"34,000",,,,,,,,,,,,
,,,,,"4,000",0,"4,000",,,,,,,,,,,,
,,,,,"741,839",0,"741,839",,,,,,,,,,,,
,,,,,"16,200",0,"16,200",,,,,,,,,,,,
,,,,,"55,000",0,"55,000",,,,,,,,,,,,
,,,,,"2,319,206",0,"2,319,206",,,,,,,,,,,,
,,,,,"7,200",0,"7,200",,,,,,,,,,,,
,,,,,"40,000",0,"40,000",,,,,,,,,,,,
,,,,,"120,000",0,"120,000",,,,,,,,,,,,
,,,,,"180,000",0,"180,000",,,,,,,,,,,,
,,,,,"10,000",0,"10,000",,,,,,,,,,,,
,,,,,"150,000",0,"150,000",,,,,,,,,,,,
,,,,,"4,000",0,"4,000",,,,,,,,,,,,
,,,,,"25,000",0,"25,000",,,,,,,,,,,,
,,,,,"30,000",0,"30,000",,,,,,,,,,,,
,,,,,"10,000",0,"10,000",,,,,,,,,,,,
,,,,,"30,000",0,"30,000",,,,,,,,,,,,
,,,,,"4,000",0,"4,000",,,,,,,,,,,,
,,,,,"22,000",0,"22,000",,,,,,,,,,,,
,,,,,"6,000",0,"6,000",,,,,,,,,,,,
,,,,,"60,000",0,"60,000",,,,,,,,,,,,
,,,,,"50,000",0,"50,000",,,,,,,,,,,,
,,,,,"8,000",0,"8,000",,,,,,,,,,,,
,,,,,"50,000",0,"50,000",,,,,,,,,,,,
,,,,,"1,468,221",0,"1,468,221",,,,,,,,,,,,
,,,,,"55,240",0,"55,240",,,,,,,,,,,,
,,,,,"330,000",0,"330,000",,,,,,,,,,,,
,,,,,"60,000",0,"60,000",,,,,,,,,,,,
,,,,,"300,000",0,"300,000",,,,,,,,,,,,
,,,,,"20,000",0,"20,000",,,,,,,,,,,,
,,,,,"2,691,530",0,"2,691,530",,,,,,,,,,,,
,,,,,"2,191,530",0,"2,191,530",,,,,,,,,,,,
,,,,,"500,000",0,"500,000",,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
"12,917,734",0,"12,917,734",,,,,,,,,,,,,,,,,
"12,917,734",0,"12,917,734",,,,,,,,,,,,,,,,,
0,"200,000","200,000",,,,,,,,,,,,,,,,,
0,"34,000","34,000",,,,,,,,,,,,,,,,,
0,"4,000","4,000",,,,,,,,,,,,,,,,,
0,"16,200","16,200",,,,,,,,,,,,,,,,,
0,"7,200","7,200",,,,,,,,,,,,,,,,,
0,"120,000","120,000",,,,,,,,,,,,,,,,,
0,"120,000","120,000",,,,,,,,,,,,,,,,,
0,"10,000","10,000",,,,,,,,,,,,,,,,,
0,"150,000","150,000",,,,,,,,,,,,,,,,,
0,"4,000","4,000",,,,,,,,,,,,,,,,,
0,"30,000","30,000",,,,,,,,,,,,,,,,,
0,"4,000","4,000",,,,,,,,,,,,,,,,,
0,"22,000","22,000",,,,,,,,,,,,,,,,,
0,"6,000","6,000",,,,,,,,,,,,,,,,,
0,"60,000","60,000",,,,,,,,,,,,,,,,,
0,"50,000","50,000",,,,,,,,,,,,,,,,,
0,"8,000","8,000",,,,,,,,,,,,,,,,,
0,"150,000","150,000",,,,,,,,,,,,,,,,,
0,"55,240","55,240",,,,,,,,,,,,,,,,,
0,"250,000","250,000",,,,,,,,,,,,,,,,,
0,"60,000","60,000",,,,,,,,,,,,,,,,,
"2,869,338",0,"2,869,338",,,,,,,,,,,,,,,,,
0,"34,000","34,000",,,,,,,,,,,,,,,,,
0,"702,961","702,961",,,,,,,,,,,,,,,,,
0,"741,839","741,839",,,,,,,,,,,,,,,,,
0,"25,000","25,000",,,,,,,,,,,,,,,,,
0,"25,000","25,000",,,,,,,,,,,,,,,,,
0,"13,221","13,221",,,,,,,,,,,,,,,,,
"2,869,338","1,542,021","4,411,359",,,,,,,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,"3,691,530",0,"3,691,530",,,,,,,,,,,,
,,,,,"3,691,530",0,"3,691,530",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"12,917,734",0,"12,917,734",,,,,,,,,,,,
,,,,,"12,917,734",0,"12,917,734",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin.,Total,,,,,,,,,,,,
,,,,,"12,917,734",0,"12,917,734",,,,,,,,,,,,
,,,,,"12,917,734",0,"12,917,734",,,,,,,,,,,,
Thousand Uganda Shillings,2021/22 Approved Estimates,,,,,,,,,,,,,,,,,,
Programme 15 Governance and Security,,,,,,,,,,,,,,,,,,,
,GoU,External Fin,Total,,,,,,,,,,,,,,,,
,"2,313,740",0,"2,313,740",,,,,,,,,,,,,,,,
,"18,146,497",0,"18,146,497",,,,,,,,,,,,,,,,
,"40,029,149",0,"40,029,149",,,,,,,,,,,,,,,,
,"60,489,386",0,"60,489,386",,,,,,,,,,,,,,,,
,"59,251,971",0,"59,251,971",,,,,,,,,,,,,,,,
,"60,489,386",0,"60,489,386",,,,,,,,,,,,,,,,
,"59,251,971",0,"59,251,971",,,,,,,,,,,,,,,,
Thousand Uganda Shillings,2020/21 Approved Budget,,,,2021/22 Approved Estimates,,,,,,,,,,,,,,
Sub-SubProgramme 60 Inspection and Quality Assurance Services,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"30,644","300,755","331,399",,,,,,,,,,,,
,,,,,"530,090","450,001","980,091",,,,,,,,,,,,
,,,,,"340,139","662,111","1,002,250",,,,,,,,,,,,
,,,,,"900,873","1,412,867","2,313,740",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"2,313,740",0,"2,313,740",,,,,,,,,,,,
,,,,,"2,313,740",0,"2,313,740",,,,,,,,,,,,
Sub-SubProgramme 61 Criminal Prosecution Services,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"1,450,000","1,300,000","2,750,000",,,,,,,,,,,,
,,,,,"1,500,000","2,490,000","3,990,000",,,,,,,,,,,,
,,,,,"1,450,000","2,450,000","3,900,000",,,,,,,,,,,,
,,,,,"1,400,000","2,010,000","3,410,000",,,,,,,,,,,,
,,,,,"1,483,422","1,020,000","2,503,422",,,,,,,,,,,,
,,,,,"1,101,075","492,000","1,593,075",,,,,,,,,,,,
,,,,,"8,384,497","9,762,000","18,146,497",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"18,146,497",0,"18,146,497",,,,,,,,,,,,
,,,,,"18,146,497",0,"18,146,497",,,,,,,,,,,,
Sub-SubProgramme 62 General Administration and Support Services,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"1,500,000","11,153,713","12,653,713",,,,,,,,,,,,
,,,,,"5,770,200","2,425,360","8,195,560",,,,,,,,,,,,
,,,,,"104,800","3,197,310","3,302,110",,,,,,,,,,,,
,,,,,"125,000","2,000,000","2,125,000",,,,,,,,,,,,
,,,,,"130,000","330,000","460,000",,,,,,,,,,,,
,,,,,"7,630,000","19,106,383","26,736,383",,,,,,,,,,,,
Development Budget Estimates,GoU Dev't,External Fin,AIA,Total,GoU Dev't,External Fin,Total,,,,,,,,,,,,
,,,,,"2,800,000",0,"2,800,000",,,,,,,,,,,,
,,,,,"10,492,766",0,"10,492,766",,,,,,,,,,,,
,,,,,"13,292,766",0,"13,292,766",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"40,029,149",0,"40,029,149",,,,,,,,,,,,
,,,,,"38,791,734",0,"38,791,734",,,,,,,,,,,,
,,,,,"60,489,386",0,"60,489,386",,,,,,,,,,,,
,,,,,"59,251,971",0,"59,251,971",,,,,,,,,,,,
Thousand Uganda Shillings,2020/21 Approved Budget,,,,2021/22 Approved Estimates,,,,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"51,851,971",0,"51,851,971",,,,,,,,,,,,
,,,,,"16,645,370",0,"16,645,370",,,,,,,,,,,,
,,,,,"4,497,170",0,"4,497,170",,,,,,,,,,,,
,,,,,"270,000",0,"270,000",,,,,,,,,,,,
,,,,,"396,257",0,"396,257",,,,,,,,,,,,
,,,,,"300,000",0,"300,000",,,,,,,,,,,,
,,,,,"214,052",0,"214,052",,,,,,,,,,,,
,,,,,"51,670",0,"51,670",,,,,,,,,,,,
,,,,,"69,399",0,"69,399",,,,,,,,,,,,
,,,,,"40,812",0,"40,812",,,,,,,,,,,,
,,,,,"726,144",0,"726,144",,,,,,,,,,,,
,,,,,"50,000",0,"50,000",,,,,,,,,,,,
,,,,,"28,308",0,"28,308",,,,,,,,,,,,
,,,,,"560,000",0,"560,000",,,,,,,,,,,,
,,,,,"806,118",0,"806,118",,,,,,,,,,,,
,,,,,"3,194,248",0,"3,194,248",,,,,,,,,,,,
,,,,,"250,000",0,"250,000",,,,,,,,,,,,
,,,,,"403,133",0,"403,133",,,,,,,,,,,,
,,,,,"153,011",0,"153,011",,,,,,,,,,,,
,,,,,"300,000",0,"300,000",,,,,,,,,,,,
,,,,,"481,670",0,"481,670",,,,,,,,,,,,
,,,,,"5,958,096",0,"5,958,096",,,,,,,,,,,,
,,,,,"120,000",0,"120,000",,,,,,,,,,,,
,,,,,"2,800,000",0,"2,800,000",,,,,,,,,,,,
,,,,,"723,832",0,"723,832",,,,,,,,,,,,
,,,,,"418,200",0,"418,200",,,,,,,,,,,,
,,,,,"63,000",0,"63,000",,,,,,,,,,,,
,,,,,"4,486,803",0,"4,486,803",,,,,,,,,,,,
,,,,,"50,000",0,"50,000",,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,"3,435,391",0,"3,435,391",,,,,,,,,,,,
,,,,,"187,975",0,"187,975",,,,,,,,,,,,
,,,,,"2,281,528",0,"2,281,528",,,,,,,,,,,,
,,,,,"1,309,784",0,"1,309,784",,,,,,,,,,,,
,,,,,"220,000",0,"220,000",,,,,,,,,,,,
,,,,,"360,000",0,"360,000",,,,,,,,,,,,
,,,,,"7,400,000",0,"7,400,000",,,,,,,,,,,,
,,,,,"3,100,000",0,"3,100,000",,,,,,,,,,,,
"4,000,000",0,"4,000,000",,,,,,,,,,,,,,,,,
"300,000",0,"300,000",,,,,,,,,,,,,,,,,
"1,237,415",0,"1,237,415",,,,,,,,,,,,,,,,,
"1,237,415",0,"1,237,415",,,,,,,,,,,,,,,,,
"60,489,386",0,"60,489,386",,,,,,,,,,,,,,,,,
"59,251,971",0,"59,251,971",,,,,,,,,,,,,,,,,
"30,644",0,"30,644",,,,,,,,,,,,,,,,,
0,"30,600","30,600",,,,,,,,,,,,,,,,,
0,"30,000","30,000",,,,,,,,,,,,,,,,,
0,"11,656","11,656",,,,,,,,,,,,,,,,,
0,"170,000","170,000",,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"58,499","58,499",,,,,,,,,,,,,,,,,
"30,644","300,755","331,399",,,,,,,,,,,,,,,,,
"30,644","300,755","331,399",,,,,,,,,,,,,,,,,
"30,644","300,755","331,399",,,,,,,,,,,,,,,,,
"30,644","300,755","331,399",,,,,,,,,,,,,,,,,
"1,450,000",0,"1,450,000",,,,,,,,,,,,,,,,,
0,"46,615","46,615",,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"239,441","239,441",,,,,,,,,,,,,,,,,
0,"250,000","250,000",,,,,,,,,,,,,,,,,
0,"400,000","400,000",,,,,,,,,,,,,,,,,
0,"162,895","162,895",,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"178,903","178,903",,,,,,,,,,,,,,,,,
0,"22,146","22,146",,,,,,,,,,,,,,,,,
"1,450,000","1,300,000","2,750,000",,,,,,,,,,,,,,,,,
"1,450,000","1,300,000","2,750,000",,,,,,,,,,,,,,,,,
"1,450,000","1,300,000","2,750,000",,,,,,,,,,,,,,,,,
"1,450,000","1,300,000","2,750,000",,,,,,,,,,,,,,,,,
0,"74,052","74,052",,,,,,,,,,,,,,,,,
0,"27,165","27,165",,,,,,,,,,,,,,,,,
0,"365,000","365,000",,,,,,,,,,,,,,,,,
0,"693,000","693,000",,,,,,,,,,,,,,,,,
0,"658,000","658,000",,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"276,168","276,168",,,,,,,,,,,,,,,,,
0,"30,000","30,000",,,,,,,,,,,,,,,,,
