CLASS 2,EXPENSES,,,,,,,,,,,,,,,,,,
CLASS 3,ASSETS,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sub-SubProgramme: Group of related interventions/outputs contributing to Programme,,,,,,,,,,,,,,,,,,,
Outcomes.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Department: Administrative units within the institutions that implement activities.,,,,,,,,,,,,,,,,,,,
Thousand Uganda Shillings,2021/22 Approved Estimates,,,,,,,,,,,,,,,,,,
Programme 18 Development Plan Implementation,,,,,,,,,,,,,,,,,,,
,GoU,External Fin,Total,,,,,,,,,,,,,,,,
,"7,523,036",0,"7,523,036",,,,,,,,,,,,,,,,
,"7,523,036",0,"7,523,036",,,,,,,,,,,,,,,,
,"7,523,036",0,"7,523,036",,,,,,,,,,,,,,,,
Programme 15 Governance and Security,,,,,,,,,,,,,,,,,,,
,GoU,External Fin,Total,,,,,,,,,,,,,,,,
,"3,944,765",0,"3,944,765",,,,,,,,,,,,,,,,
,"49,005,165",0,"49,005,165",,,,,,,,,,,,,,,,
,"10,036,154",0,"10,036,154",,,,,,,,,,,,,,,,
,"71,015,444",0,"71,015,444",,,,,,,,,,,,,,,,
,"134,001,528",0,"134,001,528",,,,,,,,,,,,,,,,
,"124,115,409",0,"124,115,409",,,,,,,,,,,,,,,,
,"141,524,564",0,"141,524,564",,,,,,,,,,,,,,,,
,"131,638,445",0,"131,638,445",,,,,,,,,,,,,,,,
Thousand Uganda Shillings,2020/21 Approved Budget,,,,2021/22 Approved Estimates,,,,,,,,,,,,,,
"Sub-SubProgramme 01 Oversight, Monitoring and Evaluation & Inspectionof policies and programs",,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,"101,085,208","24,074,984","125,160,192",,,,,,,,,,,,,,,,
,"9,371,801","2,834,923","12,206,724",,,,,,,,,,,,,,,,
,"5,259,495",0,"5,259,495",,,,,,,,,,,,,,,,
,"112,491,873","639,467","113,131,340",,,,,,,,,,,,,,,,
,"345,909,550","34,268,287","380,177,837",,,,,,,,,,,,,,,,
,"337,522,825","34,268,287","371,791,113",,,,,,,,,,,,,,,,
Programme 06 Private Sector Development,,,,,,,,,,,,,,,,,,,
,GoU,External Fin,Total,,,,,,,,,,,,,,,,
,"25,635,203","61,255,674","86,890,877",,,,,,,,,,,,,,,,
,"298,428,322","17,544,667","315,972,989",,,,,,,,,,,,,,,,
,"324,063,526","78,800,341","402,863,867",,,,,,,,,,,,,,,,
,"324,063,526","78,800,341","402,863,867",,,,,,,,,,,,,,,,
,"669,973,075","113,068,628","783,041,704",,,,,,,,,,,,,,,,
,"661,586,351","113,068,628","774,654,979",,,,,,,,,,,,,,,,
Thousand Uganda Shillings,2020/21 Approved Budget,,,,2021/22 Approved Estimates,,,,,,,,,,,,,,
Sub-SubProgramme 01 Macroeconomic Policy and Management,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"270,752","12,937,356","13,208,108",,,,,,,,,,,,
,,,,,"286,375","5,698,434","5,984,809",,,,,,,,,,,,
,,,,,"557,127","18,635,790","19,192,917",,,,,,,,,,,,
Development Budget Estimates,GoU Dev't,External Fin,AIA,Total,GoU Dev't,External Fin,Total,,,,,,,,,,,,
,,,,,"2,916,929","547,340","3,464,269",,,,,,,,,,,,
,,,,,"2,916,929","547,340","3,464,269",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"22,109,846","547,340","22,657,186",,,,,,,,,,,,
,,,,,"22,109,846","547,340","22,657,186",,,,,,,,,,,,
"Sub-SubProgramme 02 Budget Preparation, Execution and Monitoring",,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"146,545","2,214,947","2,361,492",,,,,,,,,,,,
,,,,,"276,375","23,372,081","23,648,456",,,,,,,,,,,,
,,,,,"458,347","3,431,983","3,890,330",,,,,,,,,,,,
,,,,,"238,330","4,539,623","4,777,953",,,,,,,,,,,,
,,,,,"1,119,597","33,558,634","34,678,231",,,,,,,,,,,,
Development Budget Estimates,GoU Dev't,External Fin,AIA,Total,GoU Dev't,External Fin,Total,,,,,,,,,,,,
,,,,,"60,913,096","6,171,572","67,084,668",,,,,,,,,,,,
,,,,,"60,913,096","6,171,572","67,084,668",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"95,591,327","6,171,572","101,762,899",,,,,,,,,,,,
,,,,,"95,591,327","6,171,572","101,762,899",,,,,,,,,,,,
Sub-SubProgramme 03 Public Financial Management,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"267,397","11,783,523","12,050,920",,,,,,,,,,,,
,,,,,"108,918","51,084,497","51,193,415",,,,,,,,,,,,
,,,,,"457,679","1,518,110","1,975,789",,,,,,,,,,,,
,,,,,"160,021","5,586,227","5,746,248",,,,,,,,,,,,
,,,,,"264,310","2,987,547","3,251,857",,,,,,,,,,,,
,,,,,"358,076","6,665,692","7,023,768",,,,,,,,,,,,
,,,,,"109,239","2,015,800","2,125,039",,,,,,,,,,,,
,,,,,"1,725,640","81,641,395","83,367,035",,,,,,,,,,,,
Development Budget Estimates,GoU Dev't,External Fin,AIA,Total,GoU Dev't,External Fin,Total,,,,,,,,,,,,
,,,,,"17,718,173","24,074,984","41,793,157",,,,,,,,,,,,
,,,,,"17,718,173","24,074,984","41,793,157",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"101,085,208","24,074,984","125,160,192",,,,,,,,,,,,
,,,,,"101,085,208","24,074,984","125,160,192",,,,,,,,,,,,
Sub-SubProgramme 09 Deficit Financing and Cash Management,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"163,138","3,630,085","3,793,223",,,,,,,,,,,,
,,,,,"273,151","1,522,229","1,795,380",,,,,,,,,,,,
,,,,,"219,968","2,169,312","2,389,280",,,,,,,,,,,,
,,,,,"656,257","7,321,626","7,977,883",,,,,,,,,,,,
Development Budget Estimates,GoU Dev't,External Fin,AIA,Total,GoU Dev't,External Fin,Total,,,,,,,,,,,,
,,,,,0,"2,724,923","2,724,923",,,,,,,,,,,,
,,,,,"1,393,918","110,000","1,503,918",,,,,,,,,,,,
,,,,,"1,393,918","2,834,923","4,228,841",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"9,371,801","2,834,923","12,206,724",,,,,,,,,,,,
,,,,,"9,371,801","2,834,923","12,206,724",,,,,,,,,,,,
Sub-SubProgramme 10 Development Policy and Investment Promotion,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"182,730","24,703,131","24,885,861",,,,,,,,,,,,
,,,,,"182,730","24,703,131","24,885,861",,,,,,,,,,,,
Development Budget Estimates,GoU Dev't,External Fin,AIA,Total,GoU Dev't,External Fin,Total,,,,,,,,,,,,
,,,,,"742,342","46,161,020","46,903,362",,,,,,,,,,,,
,,,,,0,"15,094,654","15,094,654",,,,,,,,,,,,
,,,,,"7,000",0,"7,000",,,,,,,,,,,,
,,,,,"749,342","61,255,674","62,005,016",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"25,635,203","61,255,674","86,890,877",,,,,,,,,,,,
,,,,,"25,635,203","61,255,674","86,890,877",,,,,,,,,,,,
Sub-SubProgramme 11 Financial Sector Development,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"190,554","294,401,508","294,592,062",,,,,,,,,,,,
,,,,,"190,554","294,401,508","294,592,062",,,,,,,,,,,,
Development Budget Estimates,GoU Dev't,External Fin,AIA,Total,GoU Dev't,External Fin,Total,,,,,,,,,,,,
,,,,,"3,836,260","17,544,667","21,380,927",,,,,,,,,,,,
,,,,,"3,836,260","17,544,667","21,380,927",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"298,428,322","17,544,667","315,972,989",,,,,,,,,,,,
,,,,,"298,428,322","17,544,667","315,972,989",,,,,,,,,,,,
Sub-SubProgramme 19 Internal Oversight and Advisory Services,,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"102,255","1,266,970","1,369,225",,,,,,,,,,,,
,,,,,"93,533","1,169,700","1,263,233",,,,,,,,,,,,
,,,,,"162,722","2,464,315","2,627,037",,,,,,,,,,,,
,,,,,"358,510","4,900,985","5,259,495",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"5,259,495",0,"5,259,495",,,,,,,,,,,,
,,,,,"5,259,495",0,"5,259,495",,,,,,,,,,,,
"Sub-SubProgramme 49 Policy, Planning and Support Services",,,,,,,,,,,,,,,,,,,
Recurrent Budget Estimates,Wage,Non-Wage,AIA,Total,Wage,Non-Wage,Total,,,,,,,,,,,,
,,,,,"1,889,458","36,193,935","38,083,393",,,,,,,,,,,,
,,,,,"133,679","888,900","1,022,579",,,,,,,,,,,,
,,,,,"60,014","538,028","598,042",,,,,,,,,,,,
,,,,,"2,083,151","37,620,863","39,704,014",,,,,,,,,,,,
Development Budget Estimates,GoU Dev't,External Fin,AIA,Total,GoU Dev't,External Fin,Total,,,,,,,,,,,,
,,,,,"8,564,884","639,467","9,204,352",,,,,,,,,,,,
,,,,,"64,222,975",0,"64,222,975",,,,,,,,,,,,
,,,,,"72,787,859","639,467","73,427,326",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"112,491,873","639,467","113,131,340",,,,,,,,,,,,
,,,,,"104,105,149","639,467","104,744,616",,,,,,,,,,,,
,,,,,"669,973,075","113,068,628","783,041,704",,,,,,,,,,,,
,,,,,"661,586,351","113,068,628","774,654,979",,,,,,,,,,,,
Thousand Uganda Shillings,2020/21 Approved Budget,,,,2021/22 Approved Estimates,,,,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"219,243,180","68,767,216","288,010,396",,,,,,,,,,,,
,,,,,"6,873,566",0,"6,873,566",,,,,,,,,,,,
,,,,,"19,733,800","2,465,659","22,199,458",,,,,,,,,,,,
,,,,,"13,089,216","32,036","13,121,252",,,,,,,,,,,,
,,,,,"726,767",0,"726,767",,,,,,,,,,,,
,,,,,"3,277,924",0,"3,277,924",,,,,,,,,,,,
,,,,,"249,478",0,"249,478",,,,,,,,,,,,
,,,,,"467,789","80,000","547,789",,,,,,,,,,,,
,,,,,"100,000",0,"100,000",,,,,,,,,,,,
,,,,,"537,793",0,"537,793",,,,,,,,,,,,
,,,,,"1,247,989","560,000","1,807,989",,,,,,,,,,,,
,,,,,"23,417,783","2,666,880","26,084,663",,,,,,,,,,,,
,,,,,"12,437,959","2,578,684","15,016,643",,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,"2,000,000",0,"2,000,000",,,,,,,,,,,,
,,,,,"263,306","30,000","293,306",,,,,,,,,,,,
,,,,,"479,883","108,000","587,883",,,,,,,,,,,,
,,,,,"2,240,297","77,000","2,317,297",,,,,,,,,,,,
,,,,,"6,401,375","495,850","6,897,225",,,,,,,,,,,,
,,,,,"635,667","65,600","701,267",,,,,,,,,,,,
,,,,,"31,934,942",0,"31,934,942",,,,,,,,,,,,
,,,,,"559,125",0,"559,125",,,,,,,,,,,,
,,,,,"107,000",0,"107,000",,,,,,,,,,,,
,,,,,"564,799","125,615","690,414",,,,,,,,,,,,
,,,,,"57,000",0,"57,000",,,,,,,,,,,,
,,,,,"2,825,327","5,139,184","7,964,511",,,,,,,,,,,,
,,,,,"200,000",0,"200,000",,,,,,,,,,,,
,,,,,"100,000",0,"100,000",,,,,,,,,,,,
,,,,,"3,900,000","443,200","4,343,200",,,,,,,,,,,,
,,,,,"240,000","34,000","274,000",,,,,,,,,,,,
,,,,,"3,143,126","24,000","3,167,126",,,,,,,,,,,,
,,,,,"343,802",0,"343,802",,,,,,,,,,,,
,,,,,"174,080",0,"174,080",,,,,,,,,,,,
,,,,,"370,026","44,000","414,026",,,,,,,,,,,,
,,,,,"50,000",0,"50,000",,,,,,,,,,,,
,,,,,"28,265,859","32,572,546","60,838,405",,,,,,,,,,,,
,,,,,"20,043,089","18,560,145","38,603,234",,,,,,,,,,,,
,,,,,0,"756,970","756,970",,,,,,,,,,,,
"20,598,139","907,588","21,505,727",,,,,,,,,,,,,,,,,
"2,544,018","593,992","3,138,010",,,,,,,,,,,,,,,,,
"80,001",0,"80,001",,,,,,,,,,,,,,,,,
"6,301,982","176,920","6,478,902",,,,,,,,,,,,,,,,,
"289,890",0,"289,890",,,,,,,,,,,,,,,,,
"2,085,568","154,000","2,239,568",,,,,,,,,,,,,,,,,
"276,653","45,347","322,000",,,,,,,,,,,,,,,,,
"8,162","30,000","38,162",,,,,,,,,,,,,,,,,
"384,496,798","13,476,724","397,973,522",,,,,,,,,,,,,,,,,
"617,130",0,"617,130",,,,,,,,,,,,,,,,,
"170,398,103",0,"170,398,103",,,,,,,,,,,,,,,,,
"173,988,141","13,476,724","187,464,864",,,,,,,,,,,,,,,,,
"35,706,424",0,"35,706,424",,,,,,,,,,,,,,,,,
"2,700,000",0,"2,700,000",,,,,,,,,,,,,,,,,
"1,087,000",0,"1,087,000",,,,,,,,,,,,,,,,,
"57,846,372","30,824,689","88,671,061",,,,,,,,,,,,,,,,,
"25,000,000",0,"25,000,000",,,,,,,,,,,,,,,,,
"27,000,000","16,612,989","43,612,989",,,,,,,,,,,,,,,,,
"1,599,000","7,329,700","8,928,700",,,,,,,,,,,,,,,,,
"3,337,000","5,044,000","8,381,000",,,,,,,,,,,,,,,,,
"910,372","1,258,000","2,168,372",,,,,,,,,,,,,,,,,
0,"580,000","580,000",,,,,,,,,,,,,,,,,
"8,386,724",0,"8,386,724",,,,,,,,,,,,,,,,,
"8,386,724",0,"8,386,724",,,,,,,,,,,,,,,,,
"669,973,075","113,068,628","783,041,704",,,,,,,,,,,,,,,,,
"661,586,351","113,068,628","774,654,979",,,,,,,,,,,,,,,,,
"270,752",0,"270,752",,,,,,,,,,,,,,,,,
0,"573,235","573,235",,,,,,,,,,,,,,,,,
0,"90,000","90,000",,,,,,,,,,,,,,,,,
0,"235,000","235,000",,,,,,,,,,,,,,,,,
0,"10,000","10,000",,,,,,,,,,,,,,,,,
0,"60,000","60,000",,,,,,,,,,,,,,,,,
0,"80,000","80,000",,,,,,,,,,,,,,,,,
0,"30,000","30,000",,,,,,,,,,,,,,,,,
0,"5,700","5,700",,,,,,,,,,,,,,,,,
0,"100,000","100,000",,,,,,,,,,,,,,,,,
0,"100,000","100,000",,,,,,,,,,,,,,,,,
0,"320,000","320,000",,,,,,,,,,,,,,,,,
0,"45,000","45,000",,,,,,,,,,,,,,,,,
"270,752","1,648,935","1,919,687",,,,,,,,,,,,,,,,,
"286,375",0,"286,375",,,,,,,,,,,,,,,,,
0,"189,119","189,119",,,,,,,,,,,,,,,,,
0,"650,000","650,000",,,,,,,,,,,,,,,,,
0,"85,939","85,939",,,,,,,,,,,,,,,,,
0,"10,000","10,000",,,,,,,,,,,,,,,,,
0,"64,000","64,000",,,,,,,,,,,,,,,,,
0,"14,883","14,883",,,,,,,,,,,,,,,,,
0,"8,800","8,800",,,,,,,,,,,,,,,,,
0,"500,000","500,000",,,,,,,,,,,,,,,,,
0,"4,000","4,000",,,,,,,,,,,,,,,,,
0,"237,748","237,748",,,,,,,,,,,,,,,,,
0,"144,000","144,000",,,,,,,,,,,,,,,,,
0,"251,000","251,000",,,,,,,,,,,,,,,,,
0,"547,000","547,000",,,,,,,,,,,,,,,,,
0,"72,600","72,600",,,,,,,,,,,,,,,,,
0,"242,337","242,337",,,,,,,,,,,,,,,,,
0,"246,491","246,491",,,,,,,,,,,,,,,,,
0,"132,060","132,060",,,,,,,,,,,,,,,,,
0,"107,000","107,000",,,,,,,,,,,,,,,,,
0,"150,000","150,000",,,,,,,,,,,,,,,,,
0,"60,000","60,000",,,,,,,,,,,,,,,,,
0,"30,000","30,000",,,,,,,,,,,,,,,,,
0,"1,982,488","1,982,488",,,,,,,,,,,,,,,,,
,,,,,"926,635",0,"926,635",,,,,,,,,,,,
,,,,,"194,400",0,"194,400",,,,,,,,,,,,
,,,,,"102,959",0,"102,959",,,,,,,,,,,,
,,,,,"30,000",0,"30,000",,,,,,,,,,,,
,,,,,"200,410",0,"200,410",,,,,,,,,,,,
,,,,,"202,060","439,840","641,900",,,,,,,,,,,,
,,,,,"138,925",0,"138,925",,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,"132,500",0,"132,500",,,,,,,,,,,,
,,,,,"595,000","107,500","702,500",,,,,,,,,,,,
,,,,,"180,000",0,"180,000",,,,,,,,,,,,
,,,,,"214,040",0,"214,040",,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,"2,916,929","547,340","3,464,269",,,,,,,,,,,,
,,,,,"2,916,929","547,340","3,464,269",,,,,,,,,,,,
,,,,,"2,916,929","547,340","3,464,269",,,,,,,,,,,,
,,,,,"2,916,929","547,340","3,464,269",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"22,109,846","547,340","22,657,186",,,,,,,,,,,,
,,,,,"22,109,846","547,340","22,657,186",,,,,,,,,,,,
"Sub-SubProgrammme 02 Budget Preparation, Execution and Monitoring",,,,,,,,,,,,,,,,,,,
0,"420,000","420,000",,,,,,,,,,,,,,,,,
0,"20,000","20,000",,,,,,,,,,,,,,,,,
0,"35,940","35,940",,,,,,,,,,,,,,,,,
0,"160,500","160,500",,,,,,,,,,,,,,,,,
0,"5,000","5,000",,,,,,,,,,,,,,,,,
0,"50,000","50,000",,,,,,,,,,,,,,,,,
0,"230,000","230,000",,,,,,,,,,,,,,,,,
0,"140,000","140,000",,,,,,,,,,,,,,,,,
0,"120,000","120,000",,,,,,,,,,,,,,,,,
0,"57,787","57,787",,,,,,,,,,,,,,,,,
0,"10,000","10,000",,,,,,,,,,,,,,,,,
0,"1,249,227","1,249,227",,,,,,,,,,,,,,,,,
"146,545","2,214,947","2,361,492",,,,,,,,,,,,,,,,,
"146,545","2,214,947","2,361,492",,,,,,,,,,,,,,,,,
"146,545","2,214,947","2,361,492",,,,,,,,,,,,,,,,,
0,"1,310,300","1,310,300",,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"1,310,300","1,310,300",,,,,,,,,,,,,,,,,
0,"4,286,527","4,286,527",,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"3,322,971","3,322,971",,,,,,,,,,,,,,,,,
0,"275,302","275,302",,,,,,,,,,,,,,,,,
0,"688,254","688,254",,,,,,,,,,,,,,,,,
0,"5,596,827","5,596,827",,,,,,,,,,,,,,,,,
0,"5,596,827","5,596,827",,,,,,,,,,,,,,,,,
"276,375","23,372,081","23,648,456",,,,,,,,,,,,,,,,,
"276,375","23,372,081","23,648,456",,,,,,,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,0,"200,000","200,000",,,,,,,,,,,,
,,,,,0,"20,000","20,000",,,,,,,,,,,,
,,,,,0,"80,000","80,000",,,,,,,,,,,,
,,,,,0,"20,000","20,000",,,,,,,,,,,,
,,,,,0,"101,894","101,894",,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,0,"150,000","150,000",,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,0,0,0,,,,,,,,,,,,
,,,,,0,"150,000","150,000",,,,,,,,,,,,
,,,,,0,"60,000","60,000",,,,,,,,,,,,
,,,,,0,"20,000","20,000",,,,,,,,,,,,
,,,,,0,"801,894","801,894",,,,,,,,,,,,
,,,,,"458,347","2,418,926","2,877,273",,,,,,,,,,,,
Outputs Funded,Wage,Non Wage,AIA,Total,Wage,Non Wage,Total,,,,,,,,,,,,
,,,,,0,"154,000","154,000",,,,,,,,,,,,
,,,,,0,"280,000","280,000",,,,,,,,,,,,
,,,,,0,"360,000","360,000",,,,,,,,,,,,
,,,,,0,"24,000","24,000",,,,,,,,,,,,
,,,,,0,"50,000","50,000",,,,,,,,,,,,
,,,,,0,"54,450","54,450",,,,,,,,,,,,
,,,,,0,"10,000","10,000",,,,,,,,,,,,
,,,,,0,"14,000","14,000",,,,,,,,,,,,
,,,,,0,"580,000","580,000",,,,,,,,,,,,
,,,,,0,"85,957","85,957",,,,,,,,,,,,
,,,,,0,"34,000","34,000",,,,,,,,,,,,
,,,,,0,"40,000","40,000",,,,,,,,,,,,
,,,,,0,"10,000","10,000",,,,,,,,,,,,
,,,,,0,"1,696,407","1,696,407",,,,,,,,,,,,
,,,,,"238,330","2,465,623","2,703,953",,,,,,,,,,,,
Outputs Funded,Wage,Non Wage,AIA,Total,Wage,Non Wage,Total,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"1,350,641","1,350,641",,,,,,,,,,,,,,,,,
0,"723,360","723,360",,,,,,,,,,,,,,,,,
0,"723,360","723,360",,,,,,,,,,,,,,,,,
0,"2,074,001","2,074,001",,,,,,,,,,,,,,,,,
0,"2,074,001","2,074,001",,,,,,,,,,,,,,,,,
"238,330","4,539,623","4,777,953",,,,,,,,,,,,,,,,,
"238,330","4,539,623","4,777,953",,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
,,,,,"15,000",0,"15,000",,,,,,,,,,,,
,,,,,"15,000",0,"15,000",,,,,,,,,,,,
,,,,,"750,000",0,"750,000",,,,,,,,,,,,
,,,,,"60,913,096","6,171,572","67,084,668",,,,,,,,,,,,
,,,,,"60,913,096","6,171,572","67,084,668",,,,,,,,,,,,
,GoU,External Fin,AIA,Total,GoU,External Fin,Total,,,,,,,,,,,,
,,,,,"95,591,327","6,171,572","101,762,899",,,,,,,,,,,,
,,,,,"95,591,327","6,171,572","101,762,899",,,,,,,,,,,,
Sub-SubProgrammme 03 Public Financial Management,,,,,,,,,,,,,,,,,,,
"457,679",0,"457,679",,,,,,,,,,,,,,,,,
0,"100,000","100,000",,,,,,,,,,,,,,,,,
0,"80,000","80,000",,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"200,000","200,000",,,,,,,,,,,,,,,,,
0,"1,073,110","1,073,110",,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"35,000","35,000",,,,,,,,,,,,,,,,,
0,"30,000","30,000",,,,,,,,,,,,,,,,,
"457,679","1,518,110","1,975,789",,,,,,,,,,,,,,,,,
"457,679","1,518,110","1,975,789",,,,,,,,,,,,,,,,,
"457,679","1,518,110","1,975,789",,,,,,,,,,,,,,,,,
"457,679","1,518,110","1,975,789",,,,,,,,,,,,,,,,,
0,"184,837","184,837",,,,,,,,,,,,,,,,,
0,"220,000","220,000",,,,,,,,,,,,,,,,,
0,"1,143","1,143",,,,,,,,,,,,,,,,,
0,"2,715","2,715",,,,,,,,,,,,,,,,,
0,"50,722","50,722",,,,,,,,,,,,,,,,,
0,"101,154","101,154",,,,,,,,,,,,,,,,,
0,"186,772","186,772",,,,,,,,,,,,,,,,,
0,"150,000","150,000",,,,,,,,,,,,,,,,,
0,"20,000","20,000",,,,,,,,,,,,,,,,,
"160,021","1,086,227","1,246,248",,,,,,,,,,,,,,,,,
,,,,,"358,076",0,"358,076",,,,,,,,,,,,
,,,,,0,"454,354","454,354",,,,,,,,,,,,
,,,,,0,"326,817","326,817",,,,,,,,,,,,
,,,,,0,"262,338","262,338",,,,,,,,,,,,
,,,,,0,"240,000","240,000",,,,,,,,,,,,
,,,,,0,"71,195","71,195",,,,,,,,,,,,
,,,,,0,"231,823","231,823",,,,,,,,,,,,
,,,,,0,"1,300,000","1,300,000",,,,,,,,,,,,
,,,,,0,"10,000","10,000",,,,,,,,,,,,
,,,,,0,"528,101","528,101",,,,,,,,,,,,
,,,,,0,"174,285","174,285",,,,,,,,,,,,
,,,,,0,"65,179","65,179",,,,,,,,,,,,
,,,,,"358,076","3,664,092","4,022,168",,,,,,,,,,,,
,,,,,"358,076","3,664,092","4,022,168",,,,,,,,,,,,
Outputs Funded,Wage,Non Wage,AIA,Total,Wage,Non Wage,Total,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,
0,"3,001,600","3,001,600",,,,,,,,,,,,,,,,,
0,"3,001,600","3,001,600",,,,,,,,,,,,,,,,,
"358,076","6,665,692","7,023,768",,,,,,,,,,,,,,,,,
"358,076","6,665,692","7,023,768",,,,,,,,,,,,,,,,,
"1,293,106",0,"1,293,106",,,,,,,,,,,,,,,,,
"129,600",0,"129,600",,,,,,,,,,,,,,,,,
"244,916","314,100","559,016",,,,,,,,,,,,,,,,,
"447,180",0,"447,180",,,,,,,,,,,,,,,,,
"12,000",0,"12,000",,,,,,,,,,,,,,,,,
"7,500",0,"7,500",,,,,,,,,,,,,,,,,
"15,000","45,600","60,600",,,,,,,,,,,,,,,,,
"13,680",0,"13,680",,,,,,,,,,,,,,,,,
"182,400","219,984","402,384",,,,,,,,,,,,,,,,,
"9,000",0,"9,000",,,,,,,,,,,,,,,,,
"160,000",0,"160,000",,,,,,,,,,,,,,,,,
